weblink (doi, website)	Paper_name / source	City	Infra-urban territorial unit	Category	Sub-category	Year	Year (end)	Indicator	Value	Unit	Per capita / total	OBS
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1912		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1913		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1914		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1915		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1916		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1917		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1918		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1919		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1920		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1921		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1922		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1923		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1924		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1925		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1926		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1927		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1928		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1929		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1930		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1931		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1932		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1933		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1934		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1935		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1936		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1937		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1938		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1939		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1940		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1941		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1942		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1943		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1944		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1945		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1946		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1947		Energy use by energy type - Natural gas		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1948		Energy use by energy type - Natural gas	6.27	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1949		Energy use by energy type - Natural gas	7.52	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1950		Energy use by energy type - Natural gas	8.78	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1951		Energy use by energy type - Natural gas	10.03	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1952		Energy use by energy type - Natural gas	11.29	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1953		Energy use by energy type - Natural gas	12.54	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1954		Energy use by energy type - Natural gas	13.80	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1955		Energy use by energy type - Natural gas	15.05	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1956		Energy use by energy type - Natural gas	16.30	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1957		Energy use by energy type - Natural gas	16.98	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1958		Energy use by energy type - Natural gas	18.71	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1959		Energy use by energy type - Natural gas	20.63	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1960		Energy use by energy type - Natural gas	20.83	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1961		Energy use by energy type - Natural gas	19.18	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1962		Energy use by energy type - Natural gas	20.48	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1963		Energy use by energy type - Natural gas	21.19	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1964		Energy use by energy type - Natural gas	20.87	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1965		Energy use by energy type - Natural gas	19.56	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1966		Energy use by energy type - Natural gas	22.59	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1967		Energy use by energy type - Natural gas	20.72	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1968		Energy use by energy type - Natural gas	19.44	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1969		Energy use by energy type - Natural gas	26.65	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1970		Energy use by energy type - Natural gas	32.51	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1971		Energy use by energy type - Natural gas	38.37	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1972		Energy use by energy type - Natural gas	40.45	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1973		Energy use by energy type - Natural gas	41.29	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1974		Energy use by energy type - Natural gas	46.40	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1975		Energy use by energy type - Natural gas	44.56	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1976		Energy use by energy type - Natural gas	44.99	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1977		Energy use by energy type - Natural gas	47.12	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1978		Energy use by energy type - Natural gas	46.46	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1979		Energy use by energy type - Natural gas	44.51	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1980		Energy use by energy type - Natural gas	43.02	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1981		Energy use by energy type - Natural gas	43.01	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1982		Energy use by energy type - Natural gas	46.17	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1983		Energy use by energy type - Natural gas	46.40	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1984		Energy use by energy type - Natural gas	54.62	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1985		Energy use by energy type - Natural gas	62.15	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1986		Energy use by energy type - Natural gas	60.69	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1987		Energy use by energy type - Natural gas	63.68	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1988		Energy use by energy type - Natural gas	62.02	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1989		Energy use by energy type - Natural gas	63.22	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1990		Energy use by energy type - Natural gas	68.60	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1991		Energy use by energy type - Natural gas	72.47	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1992		Energy use by energy type - Natural gas	69.34	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1993		Energy use by energy type - Natural gas	68.76	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1994		Energy use by energy type - Natural gas	66.55	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1995		Energy use by energy type - Natural gas	64.04	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1996		Energy use by energy type - Natural gas	70.78	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1997		Energy use by energy type - Natural gas	72.13	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1998		Energy use by energy type - Natural gas	74.43	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	1999		Energy use by energy type - Natural gas	71.80	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2000		Energy use by energy type - Natural gas	61.78	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2001		Energy use by energy type - Natural gas	62.23	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2002		Energy use by energy type - Natural gas	70.92	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2003		Energy use by energy type - Natural gas	79.51	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2004		Energy use by energy type - Natural gas	75.87	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2005		Energy use by energy type - Natural gas	84.27	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2006		Energy use by energy type - Natural gas	73.83	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2007		Energy use by energy type - Natural gas	67.03	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2008		Energy use by energy type - Natural gas	71.99	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	energy consumption	2009		Energy use by energy type - Natural gas	79.68	PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1800		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1801		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1802		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1803		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1804		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1805		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1806		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1807		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1808		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1809		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1810		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1811		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1812		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1813		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1814		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1815		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1816		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1817		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1818		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1819		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1820		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1821		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1822		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1823		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1824		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1825		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1826		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1827		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1828		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1829		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1830		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1831		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1832		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1833		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1834		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1835		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1836		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1837		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1838		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1839		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1840		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1841		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1842		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1843		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1844		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1845		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1846		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1847		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Energy	electricity consumption	1848		Energy use by energy type - Imported electricity and urban hydropower		PJ/y		
